0.55782054,0.400974066,0.96750528,0.38341362,0.784284192,0.456869375,0.92983839,0.645635259,0.624198988,0.985915976
0.333788098,0.30314595,0.914218185,0.710714532,0.192926297,0.342894459,0.453416346,0.346999278,0.448914336,0.684627542
0.630019025,0.07148876,0.420731612,0.737470262,0.55069739,0.598510442,0.48990541,0.590713259,0.022978125,0.296464876
0.556972445,0.239119,0.385807104,0.202164249,0.048801584,0.333158293,0.023734401,0.460359641,0.695260292,0.382248448
0.323582364,0.159692209,0.42691773,0.307515505,0.304298127,0.143910226,0.140108563,0.746087643,0.363866626,0.704418288
0.550669794,0.271710896,0.292739131,0.40605593,0.801757152,0.416977267,0.824197514,0.241606442,0.711341968,0.478540701
0.362419625,0.633649228,0.713430345,0.565792693,0.386680465,0.971976888,0.346328498,0.902914877,0.510960602,0.834678993
0.472296228,0.790278899,0.554304583,0.760677525,0.518316628,0.261110291,0.066809522,0.375336321,0.234997039,0.978327765
0.967360718,0.978044594,0.311310187,0.32290002,0.301459784,0.479761614,0.635605171,0.185139445,0.137625312,0.685212659
0.275704438,0.327856049,0.346098984,0.47796854,0.499101238,0.02020356,0.905084287,0.176511654,0.372806341,0.753196861
